birth,death,href,name,age,countries,country
-1680.0,-1620.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Ahmes.html,Ahmes,60.0,"['EG', 'GB', 'NL', 'US']",Egypt
-800.0,-740.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Baudhayana.html,Baudhayana,60.0,"['IN', 'NL', 'US']",India
-750.0,-690.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Manava.html,Manava,60.0,"['IN', 'NL', 'US']",India
-624.0,-547.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Thales.html,Thales,77.0,"['US', 'TR', 'GB', 'GR', 'CO', 'EG', 'NL', 'IT']",United States
-611.0,-546.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Anaximander.html,Anaximander,65.0,"['TR', 'GR', 'NL', 'FR', 'US', 'BG']",Turkey
-600.0,-540.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Apastamba.html,Apastamba,60.0,"['IN', 'NL', 'US']",India
-569.0,-475.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Pythagoras.html,Pythagoras,94.0,"['GB', 'US', 'EG', 'GR', 'IT', 'UK', 'DE', 'LB', 'CN', 'SY', 'NL', 'TR', 'IN']",United Kingdom
-520.0,-460.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Panini.html,Panini,60.0,"['IN', 'PK', 'US', 'GR', 'PH', 'NL', 'GB', 'FR']",India
-499.0,-428.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Anaxagoras.html,Anaxagoras,71.0,"['GR', 'CO', 'GB', 'US', 'TR', 'NL', 'RO']",Greece
-492.0,-432.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Empedocles.html,Empedocles,60.0,"['IT', 'GR', 'US', 'CO', 'NL', 'TR']",Italy
-490.0,-420.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Oenopides.html,Oenopides,70.0,"['GR', 'CO', 'US', 'GB', 'FR', 'LY', 'NL']",Greece
-490.0,-425.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Zeno_of_Elea.html,Zeno of Elea,65.0,"['CO', 'GR', 'GB', 'IT', 'US', 'TR', 'RU', 'NL', 'CZ']",Colombia
-480.0,-411.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Antiphon.html,Antiphon,69.0,"['GR', 'GB', 'US', 'NL', 'CZ']",Greece
-480.0,-420.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Leucippus.html,Leucippus,60.0,"['GR', 'US', 'TR', 'NL', 'GB']",Greece
-470.0,-410.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Hippocrates.html,Hippocrates,60.0,"['US', 'GR', 'GB', 'NL', 'UK']",United States
-465.0,-398.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Theodorus.html,Theodorus,67.0,"['CO', 'US', 'GB', 'LY', 'EG', 'NL', 'GR']",Colombia
-460.0,-370.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Democritus.html,Democritus,90.0,"['GR', 'US', 'GB', 'EG', 'CO', 'IT', 'IN', 'ET', 'NL', 'TR']",Greece
-460.0,-400.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Hippias.html,Hippias,60.0,"['GB', 'CO', 'GR', 'NL', 'US']",United Kingdom
-450.0,-390.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Bryson.html,Bryson,60.0,"['CO', 'IT', 'US', 'NL']",Colombia
-428.0,-350.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Archytas.html,Archytas,78.0,"['CO', 'US', 'GB', 'IT', 'TR', 'GR', 'NL', 'FR']",Colombia
-427.0,-347.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Plato.html,Plato,80.0,"['CO', 'GR', 'US', 'GB', 'EG', 'IT', 'NL', 'TN']",Colombia
-417.0,-369.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Theaetetus.html,Theaetetus,48.0,"['US', 'CO', 'GR', 'TR', 'GB', 'NL', 'CZ']",United States
-408.0,-355.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Eudoxus.html,Eudoxus,53.0,"['CO', 'US', 'GR', 'GB', 'TR', 'IT', 'EG', 'NL']",Colombia
-400.0,-340.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Gan_De.html,Gan De,60.0,"['US', 'CN', 'NL', 'TR']",United States
-400.0,-350.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Thymaridas.html,Thymaridas,50.0,"['GR', 'NL', 'US']",Greece
-396.0,-314.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Xenocrates.html,Xenocrates,82.0,"['CO', 'GR', 'US', 'MK', 'TR', 'NL']",Colombia
-390.0,-320.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Dinostratus.html,Dinostratus,70.0,"['CO', 'US', 'GR', 'GB', 'NL']",Colombia
-387.0,-312.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Heraclides.html,Heraclides,75.0,"['CO', 'TR', 'GR', 'US', 'SK', 'NL', 'GB']",Colombia
-384.0,-322.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Aristotle.html,Aristotle,62.0,"['CO', 'GR', 'MK', 'GB', 'US', 'NL', 'TR', 'FR', 'IT']",Colombia
-380.0,-320.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Menaechmus.html,Menaechmus,60.0,"['US', 'CO', 'TR', 'GB', 'NL', 'GR']",United States
-370.0,-300.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Aristaeus.html,Aristaeus,70.0,"['US', 'GR', 'GB', 'NL']",United States
-370.0,-310.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Callippus.html,Callippus,60.0,"['GR', 'US', 'TR', 'NL', 'GB']",Greece
-360.0,-290.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Autolycus.html,Autolycus,70.0,"['US', 'GR', 'TR', 'NO', 'NL', 'GB', 'EG']",United States
-350.0,-290.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Eudemus.html,Eudemus,60.0,"['US', 'GR', 'CY', 'NL', 'TR', 'DE', 'GB']",United States
-325.0,-265.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Euclid.html,Euclid,60.0,"['US', 'EG', 'GR', 'CO', 'GB', 'TR', 'LB', 'ES', 'VA', 'NL', 'FR', 'DE', 'HU']",United States
-310.0,-230.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Aristarchus.html,Aristarchus,80.0,"['GR', 'US', 'GB', 'EG', 'TR', 'RU', 'NL', 'RO']",Greece
-287.0,-212.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Archimedes.html,Archimedes,75.0,"['US', 'GR', 'EG', 'IT', 'GB', 'IN', 'RO', 'JP', 'VA', 'NL', 'DK', 'CA']",United States
-280.0,-206.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Chrysippus.html,Chrysippus,74.0,"['GR', 'CO', 'US', 'GB', 'TR', 'NL']",Greece
-280.0,-220.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Conon.html,Conon,60.0,"['US', 'EG', 'GR', 'GB', 'SY', 'NL', 'RO']",United States
-280.0,-210.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Nicomedes.html,Nicomedes,70.0,"['GB', 'GR', 'US', 'NL']",United Kingdom
-280.0,-220.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Philon.html,Philon,60.0,"['EG', 'TR', 'NL', 'RO', 'US']",Egypt
-276.0,-194.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Eratosthenes.html,Eratosthenes,82.0,"['US', 'EG', 'CO', 'GB', 'LY', 'GR', 'YE', 'NL', 'LB', 'TR', 'SD', 'ET']",United States
-262.0,-190.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Apollonius.html,Apollonius,72.0,"['US', 'GR', 'TR', 'GB', 'EG', 'IN', 'NL', 'LB', 'CZ']",United States
-250.0,-190.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Dionysodorus.html,Dionysodorus,60.0,"['TR', 'GB', 'US', 'NL', 'GR']",Turkey
-240.0,-180.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Diocles.html,Diocles,60.0,"['US', 'GR', 'IR', 'NL', 'GB', 'DK']",United States
-200.0,-140.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Katyayana.html,Katyayana,60.0,"['IN', 'NL', 'US']",India
-200.0,-140.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Zenodorus.html,Zenodorus,60.0,"['GR', 'US', 'EG', 'NL']",Greece
-190.0,-120.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Hipparchus.html,Hipparchus,70.0,"['GR', 'US', 'TR', 'EG', 'GB', 'NL', 'RO', 'CZ', 'IN']",Greece
-190.0,-120.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Hypsicles.html,Hypsicles,70.0,"['US', 'EG', 'GB', 'NL', 'LB']",United States
-180.0,-120.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Perseus.html,Perseus,60.0,"['US', 'NL']",United States
-160.0,-90.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Theodosius.html,Theodosius,70.0,"['US', 'TR', 'GR', 'NL', 'GB']",United States
-150.0,-70.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Zeno_of_Sidon.html,Zeno of Sidon,80.0,"['US', 'LB', 'GR', 'SY', 'EG', 'NL', 'GB', 'IT', 'RO', 'TR']",United States
-135.0,-51.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Posidonius.html,Posidonius,84.0,"['GR', 'US', 'SY', 'LB', 'EG', 'IT', 'RO', 'GB', 'ES', 'NL']",Greece
-130.0,-70.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Luoxia_Hong.html,Luoxia Hong,60.0,"['CN', 'NL', 'US']",China
-85.0,-20.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Vitruvius.html,Vitruvius,65.0,"['IT', 'US', 'RO', 'NL', 'JP', 'GR']",Italy
-10.0,60.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Geminus.html,Geminus,70.0,"['US', 'GR', 'GB', 'EG', 'NL', 'TR']",United States
10.0,70.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Cleomedes.html,Cleomedes,60.0,"['US', 'GR', 'TR', 'GB', 'NL']",United States
10.0,75.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Heron.html,Heron,65.0,"['US', 'EG', 'GR', 'GB', 'RO', 'CN', 'NL', 'IT']",United States
60.0,120.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Nicomachus.html,Nicomachus,60.0,"['US', 'JO', 'GR', 'GB', 'NL', 'FR', 'DE']",United States
70.0,130.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Menelaus.html,Menelaus,60.0,"['US', 'EG', 'IT', 'IN', 'NL', 'GB', 'RU', 'GR']",United States
70.0,135.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Theon_of_Smyrna.html,Theon of Smyrna,65.0,"['CO', 'US', 'TR', 'NL', 'EG', 'GB', 'GR']",Colombia
78.0,139.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Zhang_Heng.html,Zhang Heng,61.0,"['CN', 'US', 'NL', 'FR', 'TR']",China
85.0,165.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Ptolemy.html,Ptolemy,80.0,"['US', 'EG', 'GR', 'GB', 'RO', 'IT', 'DE', 'IN', 'VA', 'NL', 'CZ']",United States
120.0,180.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Yavanesvara.html,Yavanesvara,60.0,"['IN', 'GR', 'NL', 'EG', 'US']",India
129.0,210.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Liu_Hong.html,Liu  Hong,81.0,"['CN', 'KZ', 'NL', 'PE', 'US']",China
160.0,227.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Xu_Yue.html,Xu Yue,67.0,"['CN', 'US', 'NL', 'GB', 'CZ', 'PE']",China
200.0,284.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Diophantus.html,Diophantus,84.0,"['EG', 'GR', 'US', 'GB', 'IR', 'NL', 'DE', 'TR']",Egypt
220.0,280.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Liu_Hui.html,Liu Hui,60.0,"['CN', 'NL', 'CZ', 'US']",China
233.0,309.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Porphyry.html,Porphyry,76.0,"['CO', 'IT', 'LB', 'GR', 'US', 'GB', 'NL', 'SY']",Colombia
240.0,300.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Sporus.html,Sporus,60.0,"['TR', 'NL', 'EG', 'GB', 'US']",Turkey
290.0,350.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Pappus.html,Pappus,60.0,"['US', 'GR', 'EG', 'GB', 'IT', 'TR', 'VA', 'NL']",United States
300.0,360.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Pandrosion.html,Pandrosion,60.0,"['EG', 'NL', 'US', 'GR']",Egypt
300.0,360.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Serenus.html,Serenus,60.0,"['US', 'EG', 'NL', 'GB', 'DE', 'GR']",United States
335.0,405.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Theon.html,Theon,70.0,"['US', 'EG', 'GR', 'VA', 'GB', 'SY', 'NL', 'RO']",United States
370.0,415.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Hypatia.html,Hypatia,45.0,"['EG', 'US', 'GB', 'GR', 'NL', 'RO']",Egypt
400.0,460.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Sun_Zi.html,Sun Zi,60.0,"['CN', 'FR', 'US', 'NL', 'TR', 'IN', 'RU']",China
400.0,470.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Xiahou_Yang.html,Xiahou Yang,70.0,"['CN', 'NL', 'PE', 'US']",China
411.0,485.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Proclus.html,Proclus,74.0,"['US', 'CO', 'GR', 'EG', 'TR', 'GB', 'LB', 'DE', 'NL', 'SK']",United States
420.0,480.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Domninus.html,Domninus,60.0,"['CO', 'US', 'SY', 'GR', 'GB', 'NL']",Colombia
429.0,501.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Zu_Chongzhi.html,Zu  Chongzhi,72.0,"['CN', 'US', 'NL', 'TR', 'FR', 'PE']",China
430.0,490.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Zhang_Qiujian.html,Zhang Qiujian,60.0,"['CN', 'NL', 'DE', 'PE', 'US']",China
450.0,500.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Marinus.html,Marinus,50.0,"['US', 'CO', 'GR', 'IL', 'PS', 'NL', 'GB', 'EG']",United States
450.0,520.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Zu_Geng.html,Zu Geng,70.0,"['CN', 'NL', 'US']",China
474.0,534.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Anthemius.html,Anthemius,60.0,"['GB', 'TR', 'US', 'NL']",United Kingdom
476.0,550.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Aryabhata_I.html,Aryabhata  I,74.0,"['IN', 'TR', 'GB', 'NL', 'US', 'GR']",India
480.0,524.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Boethius.html,Boethius,44.0,"['IT', 'CO', 'GR', 'GB', 'FR', 'US', 'IN', 'NL', 'EG', 'ZA']",Italy
480.0,540.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Eutocius.html,Eutocius,60.0,"['GR', 'IL', 'US', 'CO', 'EG', 'GB', 'VA', 'NL']",Greece
490.0,560.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Simplicius.html,Simplicius,70.0,"['GR', 'CO', 'US', 'EG', 'TR', 'DE', 'NL', 'RO']",Greece
500.0,570.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Yativrsabha.html,Yativrsabha,70.0,"['IN', 'NL', 'US']",India
505.0,587.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Varahamihira.html,Varahamihira,82.0,"['IN', 'GB', 'NL', 'DE', 'TR', 'US', 'GR']",India
580.0,640.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Wang_Xiaotong.html,Wang Xiaotong,60.0,"['CN', 'US', 'JP', 'NL', 'TR', 'PE']",China
598.0,670.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Brahmagupta.html,Brahmagupta,72.0,"['IN', 'US', 'GB', 'NL', 'DE', 'TR', 'UK']",India
600.0,680.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Bhaskara_I.html,Bhaskara I,80.0,"['IN', 'NL', 'US']",India
602.0,670.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Li_Chunfeng.html,Li Chunfeng,68.0,"['CN', 'NL', 'US']",China
720.0,790.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Lalla.html,Lalla,70.0,"['IN', 'NL', 'GB', 'US']",India
735.0,804.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Alcuin.html,Alcuin,69.0,"['GB', 'FR', 'DE', 'NL', 'RO', 'CZ', 'US', 'GR']",United Kingdom
790.0,850.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Khwarizmi.html,Al-Khwarizmi,60.0,"['US', 'GB', 'IQ', 'GR', 'IN', 'EG', 'ES', 'UK', 'RU', 'SG', 'NL', 'PH', 'DE', 'UZ']",United States
800.0,860.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Jawhari.html,Al-Jawhari,60.0,"['US', 'IQ', 'IN', 'NL', 'EG', 'SY', 'GR']",United States
800.0,860.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Banu_Musa.html,"Banu, Musa",60.0,"['IQ', 'US', 'GR', 'RU', 'IN', 'NL', 'EG', 'GB', 'IT']",Iraq
800.0,873.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Banu_Musa_Muhammad.html,"Banu Musa, Muhammad",73.0,"['IQ', 'NL', 'US']",Iraq
800.0,860.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Govindasvami.html,Govindasvami,60.0,"['IN', 'NL', 'US']",India
800.0,870.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Mahavira.html,Mahavira,70.0,"['IN', 'NL', 'FR', 'TR', 'US']",India
805.0,873.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Kindi.html,Al-Kindi,68.0,"['IQ', 'GR', 'US', 'GB', 'CO', 'NL', 'EG', 'DE', 'IN']",Iraq
805.0,873.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Banu_Musa_Ahmad.html,"Banu Musa, Ahmad",68.0,"['IQ', 'NL', 'US']",Iraq
808.0,873.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Hunayn.html,Hunayn,65.0,"['US', 'IQ', 'GR', 'EG', 'SY', 'CO', 'UZ', 'NL', 'CZ']",United States
810.0,873.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Banu_Musa_al-Hasan.html,"Banu Musa, al-Hasan",63.0,"['IQ', 'NL', 'US', 'GR']",Iraq
820.0,880.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Mahani.html,Al-Mahani,60.0,"['US', 'IR', 'IQ', 'NL', 'GB', 'FR']",United States
830.0,890.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Prthudakasvami.html,Prthudakasvami,60.0,"['IN', 'NL', 'US']",India
835.0,912.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Ahmed.html,Ahmed,77.0,"['EG', 'US', 'IQ', 'RU', 'SY', 'TR', 'IT', 'NL']",Egypt
836.0,901.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Thabit.html,Thabit,65.0,"['US', 'GR', 'CO', 'IQ', 'RU', 'TR', 'KR', 'GB', 'FR', 'NL', 'CZ', 'IT']",United States
840.0,900.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Sankara.html,Sankara,60.0,"['IN', 'PH', 'NL', 'GB', 'US']",India
850.0,930.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Abu_Kamil.html,Abu Kamil,80.0,"['EG', 'NL', 'US', 'GB', 'FR', 'TN']",Egypt
868.0,929.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Battani.html,Al-Battani,61.0,"['US', 'IQ', 'CO', 'TR', 'KR', 'IT', 'GR', 'SY', 'NL', 'ES']",United States
870.0,930.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Sridhara.html,Sridhara,60.0,"['IN', 'NL', 'US']",India
875.0,940.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Nayrizi.html,Al-Nayrizi,65.0,"['US', 'IQ', 'IR', 'NL', 'CH', 'RU', 'IT', 'SA', 'GR']",United States
880.0,943.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Sinan.html,Sinan,63.0,"['KR', 'IQ', 'CO', 'US', 'NL', 'TR', 'GR']","Korea, Republic of"
900.0,971.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Khazin.html,Al-Khazin,71.0,"['IR', 'GB', 'FR', 'IQ', 'DE', 'NL', 'TR', 'US', 'GR']","Iran, Islamic Republic of"
908.0,946.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Ibrahim.html,Ibrahim,38.0,"['KR', 'IQ', 'US', 'NL', 'KW', 'RU', 'DE', 'UK']","Korea, Republic of"
920.0,980.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Uqlidisi.html,Al-Uqlidisi,60.0,"['SY', 'CN', 'GB', 'US', 'IN', 'NL', 'CZ']",Syrian Arab Republic
920.0,1000.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Aryabhata_II.html,Aryabhata II,80.0,"['IN', 'US', 'NL', 'CZ']",India
940.0,1000.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Khujandi.html,Al-Khujandi,60.0,"['TJ', 'US', 'NL', 'IQ', 'KZ']",Tajikistan
940.0,1000.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Quhi.html,Al-Quhi,60.0,"['IQ', 'IR', 'US', 'UK', 'TR', 'GR', 'GE', 'NL', 'ZW', 'RU']",Iraq
940.0,1010.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Vijayanandi.html,Vijayanandi,70.0,"['IN', 'NL', 'US']",India
945.0,1020.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Sijzi.html,Al-Sijzi,75.0,"['IR', 'US', 'RU', 'IQ', 'NL', 'AF', 'TR', 'UK']","Iran, Islamic Republic of"
946.0,1003.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Gerbert.html,Gerbert,57.0,"['IT', 'FR', 'ES', 'US', 'DE', 'NL', 'PH', 'RO', 'IE', 'TR', 'GR']",Italy
950.0,1009.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Yunus.html,Yunus,59.0,"['EG', 'US', 'SY', 'NL', 'TR', 'UK']",Egypt
953.0,1029.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Karaji.html,Al-Karaji,76.0,"['IQ', 'GB', 'FR', 'DE', 'US', 'IR', 'SG', 'NL', 'UZ', 'RU']",Iraq
965.0,1039.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Haytham.html,Al-Haytham,74.0,"['EG', 'US', 'IQ', 'SY', 'GB', 'NL', 'FR', 'GR', 'CZ', 'TN']",Egypt
970.0,1036.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Mansur.html,Mansur,66.0,"['UZ', 'US', 'GR', 'IQ', 'NL', 'AF']",Uzbekistan
971.0,1029.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Kushyar.html,Kushyar,58.0,"['US', 'IR', 'IQ', 'NL', 'CZ']",United States
973.0,1048.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Biruni.html,Al-Biruni,75.0,"['IN', 'UZ', 'RU', 'US', 'AF', 'IQ', 'NL', 'TR', 'DZ', 'UK']",India
980.0,1037.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Baghdadi.html,Al-Baghdadi,57.0,"['IQ', 'IN', 'IR', 'NL', 'TR', 'GB', 'FR', 'US', 'UK']",Iraq
980.0,1037.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Avicenna.html,Avicenna,57.0,"['US', 'UZ', 'IR', 'RU', 'IQ', 'NL', 'TR', 'GB', 'IN']",United States
989.0,1079.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Jayyani.html,Al-Jayyani,90.0,"['US', 'ES', 'NL', 'EG', 'TR', 'DE', 'GR']",United States
1010.0,1075.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Nasawi.html,Al-Nasawi,65.0,"['IQ', 'US', 'IR', 'IN', 'NL', 'SY', 'GR']",Iraq
1010.0,1070.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Jia_Xian.html,Jia Xian,60.0,"['CN', 'NL', 'US']",China
1013.0,1054.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Hermann_of_Reichenau.html,Hermann of Reichenau,41.0,"['DE', 'US', 'FR', 'TR', 'RO', 'GB', 'UK', 'ES', 'NL', 'CH']",Germany
1019.0,1066.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Sripati.html,Sripati,47.0,"['IN', 'US', 'NL']",India
1031.0,1095.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Shen_Kua.html,Shen Kua,64.0,"['CN', 'US', 'NL', 'GB']",China
1048.0,1131.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Khayyam.html,Khayyam,83.0,"['US', 'IR', 'TM', 'IQ', 'GB', 'FR', 'SY', 'UZ', 'GE', 'NL', 'PH', 'TR']",United States
1060.0,1130.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Brahmadeva.html,Brahmadeva,70.0,"['IN', 'NL', 'US']",India
1070.0,1136.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Abraham.html,Abraham,66.0,"['ES', 'US', 'NL', 'EG', 'FR', 'CO', 'IT', 'GB', 'TR', 'GR']",Spain
1075.0,1160.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Adelard.html,Adelard,85.0,"['US', 'FR', 'GB', 'GR', 'ES', 'IT', 'CO', 'IN', 'TR', 'SY', 'NL']",United States
1089.0,1173.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Hemchandra.html,Hemchandra,84.0,"['IN', 'NL', 'TR', 'US', 'UK']",India
1092.0,1167.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Ezra.html,Ezra,75.0,"['ES', 'IN', 'US', 'IT', 'GB', 'EG', 'NL', 'TR', 'GR']",Spain
1100.0,1160.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Jabir_ibn_Aflah.html,Jabir ibn Aflah,60.0,"['ES', 'GR', 'NL', 'US']",Spain
1114.0,1185.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Bhaskara_II.html,Bhaskara II,71.0,"['IN', 'GB', 'NL', 'TR', 'US']",India
1114.0,1187.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Gherard.html,Gherard,73.0,"['US', 'IT', 'GR', 'ES', 'NL']",United States
1130.0,1180.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Samawal.html,Al-Samawal,50.0,"['US', 'IQ', 'SY', 'GB', 'IR', 'AZ', 'FR', 'TR', 'MA', 'PK', 'AF', 'NL', 'CZ', 'UK']",United States
1135.0,1213.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Al-Tusi_Sharaf.html,"Al-Tusi, Sharaf",78.0,"['SY', 'US', 'IQ', 'IR', 'FR', 'ID', 'GB', 'EG', 'NL', 'TR']",Syrian Arab Republic
