birth,death,href,name,age,countries,country
1887.0,1963.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Skolem.html,Skolem,76.0,"['NO', 'US', 'SD', 'NL', 'GB', 'TR']",Norway
1887.0,1974.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Smirnov.html,Smirnov,87.0,"['US', 'RU', 'UA', 'NL', 'GB', 'GE']",United States
1887.0,1972.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Steinhaus.html,Steinhaus,85.0,"['US', 'PL', 'AT', 'NL', 'DE', 'FR', 'UK']",United States
1887.0,1961.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Stoilow.html,Stoilow,74.0,"['RO', 'US', 'FR', 'RU', 'JO', 'UA', 'NL', 'NO', 'IT']",Romania
1888.0,1971.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Alexander.html,Alexander,83.0,"['US', 'JO', 'IT', 'GB', 'NL', 'FR', 'TR', 'DE']",United States
1888.0,1958.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Alexander_Archie.html,"Alexander, Archie",70.0,"['US', 'DK', 'NL', 'ZA', 'GB']",United States
1888.0,1971.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Antoine.html,Antoine,83.0,"['FR', 'DE', 'US', 'JO', 'RU', 'BE', 'NL', 'GB', 'TR', 'GR']",France
1888.0,1977.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Bernays.html,Bernays,89.0,"['US', 'DE', 'GB', 'BE', 'NZ', 'NL', 'KG', 'CH', 'TR', 'SZ', 'FR', 'UK', 'NO']",United States
1888.0,1944.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Berwick.html,Berwick,56.0,"['GB', 'US', 'IN', 'NL', 'TM']",United Kingdom
1888.0,1962.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Brash.html,Brash,74.0,"['GB', 'US', 'DE', 'NL', 'UK']",United Kingdom
1888.0,1954.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Brodetsky.html,Brodetsky,66.0,"['GB', 'US', 'UA', 'RU', 'DE', 'IL', 'UK', 'NL']",United Kingdom
1888.0,1930.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Butchart.html,Butchart,42.0,"['GB', 'US', 'LK', 'SG', 'NL']",United Kingdom
1888.0,1970.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Chapman.html,Chapman,82.0,"['GB', 'US', 'AU', 'BR', 'DE', 'RU', 'NL', 'NG', 'EG', 'CZ', 'JP']",United Kingdom
1888.0,1972.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Courant.html,Courant,84.0,"['US', 'DE', 'GB', 'PL', 'CH', 'NL', 'UK']",United States
1888.0,1960.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Darmois.html,Darmois,72.0,"['FR', 'US', 'GB', 'NL', 'DZ', 'AU', 'IT', 'CZ', 'DE']",France
1888.0,1958.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Datta.html,Datta,70.0,"['IN', 'US', 'BD', 'GB', 'UK', 'DE', 'NL']",India
1888.0,1925.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Friedmann.html,Friedmann,37.0,"['RU', 'DE', 'US', 'GB', 'AT', 'NL', 'RS', 'NO', 'UA', 'JP']",Russian Federation
1888.0,1964.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Goldie.html,Goldie,76.0,"['GB', 'US', 'AU', 'IT', 'NL']",United Kingdom
1888.0,1946.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Jackson_Dunham.html,"Jackson, Dunham",58.0,"['US', 'DE', 'UK', 'NL', 'ZA', 'FR', 'GB', 'GR']",United States
1888.0,1920.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Janiszewski.html,Janiszewski,32.0,"['PL', 'RU', 'US', 'AT', 'DE', 'JO', 'UA', 'HU', 'NL', 'FR', 'GB']",Poland
1888.0,1962.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Kennedy-Fraser.html,Kennedy-Fraser,74.0,"['GB', 'US', 'PA', 'DE', 'NL', 'UK']",United Kingdom
1888.0,1973.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Kober.html,Kober,85.0,"['DE', 'GB', 'PL', 'US', 'NL', 'UK']",Germany
1888.0,1955.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Mackie.html,Mackie,67.0,"['GB', 'US', 'NL', 'UK', 'FR']",United Kingdom
1888.0,1945.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Mazurkiewicz.html,Mazurkiewicz,57.0,"['PL', 'US', 'RU', 'DE', 'AT', 'NL']",Poland
1888.0,1972.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Mordell.html,Mordell,84.0,"['US', 'GB', 'CA', 'IT', 'LT', 'GH', 'NG', 'NL', 'BR', 'RU', 'NO', 'SE', 'DE', 'UK']",United States
1888.0,1942.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Remak.html,Remak,54.0,"['DE', 'US', 'NL', 'PL', 'TR', 'CA', 'GB', 'CH']",Germany
1888.0,1962.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Rey_Pastor.html,"Rey, Pastor",74.0,"['ES', 'AR', 'US', 'DE', 'IT', 'FR', 'NL', 'PH', 'NG', 'TR']",Spain
1888.0,1979.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Sansone.html,Sansone,91.0,"['IT', 'US', 'FR', 'DE', 'AT', 'NL', 'GR']",Italy
1888.0,1945.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Tamarkin.html,Tamarkin,57.0,"['US', 'RU', 'UA', 'DE', 'GB', 'NL', 'UK']",United States
1888.0,1949.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Threlfall.html,Threlfall,61.0,"['DE', 'US', 'GB', 'IN', 'NL', 'CZ', 'UK']",Germany
1888.0,1976.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Williams.html,Williams,88.0,"['US', 'CA', 'GB', 'UK', 'DE', 'JP', 'NL', 'GR', 'FR']",United States
1889.0,1975.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Bompiani.html,Bompiani,86.0,"['IT', 'US', 'NL', 'LY', 'DE', 'RO', 'BE', 'GB', 'CH', 'AT']",Italy
1889.0,1967.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Chisini.html,Chisini,78.0,"['IT', 'US', 'NL', 'GB']",Italy
1889.0,1946.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Daniell.html,Daniell,57.0,"['GB', 'US', 'CL', 'NL', 'UY', 'DE', 'FR', 'UK']",United Kingdom
1889.0,1959.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Dunbar.html,Dunbar,70.0,"['GB', 'US', 'GR', 'DE', 'NL', 'TM', 'UK', 'FR']",United Kingdom
1889.0,1981.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Forder.html,Forder,92.0,"['NZ', 'GB', 'US', 'CA', 'TR', 'NL']",New Zealand
1889.0,1944.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Fowler.html,Fowler,55.0,"['GB', 'US', 'CA', 'AU', 'DE', 'IT', 'NL']",United Kingdom
1889.0,1914.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Gateaux.html,Gateaux,25.0,"['FR', 'IT', 'US', 'GB', 'DE', 'CH', 'NL']",France
1889.0,1956.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Hamburger.html,Hamburger,67.0,"['DE', 'US', 'GB', 'FR', 'NL', 'RU', 'TR', 'AT', 'RS', 'LU', 'CH']",Germany
1889.0,1953.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Hubble.html,Hubble,64.0,"['US', 'GB', 'SM', 'NL']",United States
1889.0,1975.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Jeffery_Ralph.html,"Jeffery, Ralph",86.0,"['US', 'CA', 'GB', 'NL', 'JM']",United States
1889.0,1975.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Levy_Hyman.html,"Levy, Hyman",86.0,"['GB', 'US', 'RU', 'DE', 'NL', 'PA']",United Kingdom
1889.0,1929.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Razmadze.html,Razmadze,40.0,"['GE', 'US', 'RU', 'FR', 'NL', 'CA']",Georgia
1889.0,1950.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Stepanov.html,Stepanov,61.0,"['RU', 'US', 'NL']",Russian Federation
1889.0,1961.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Suschkevich.html,Suschkevich,72.0,"['RU', 'DE', 'US', 'UA', 'TR', 'EE', 'UY', 'PA', 'NL', 'ZA', 'UK']",Russian Federation
1889.0,1959.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Van_der_Pol.html,Van der Pol,70.0,"['NL', 'US', 'TR', 'RU', 'GB', 'UA', 'AU', 'PL', 'FR', 'UK']",Netherlands
1889.0,1951.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Wittgenstein.html,Wittgenstein,62.0,"['GB', 'AT', 'US', 'IT', 'DE', 'NO', 'IE', 'NL', 'RU']",United Kingdom
1889.0,1972.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Wren_Thomas.html,"Wren, Thomas",83.0,"['GB', 'US', 'DE', 'BE', 'FR', 'NL']",United Kingdom
1889.0,1988.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Wright_Sewall.html,"Wright, Sewall",99.0,"['US', 'GB', 'NL', 'AU', 'UK']",United States
1889.0,1954.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Zylinski.html,Zylinski,65.0,"['US', 'UA', 'PL', 'DE', 'RU', 'LR', 'NL', 'GB']",United States
1890.0,1948.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Albanese.html,Albanese,58.0,"['IT', 'US', 'BR', 'DE', 'JM', 'FR', 'NL', 'AT']",Italy
1890.0,1963.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Bevan-Baker.html,Bevan-Baker,73.0,"['GB', 'US', 'CA', 'IT', 'NL', 'ZA', 'DE', 'UK']",United Kingdom
1890.0,1973.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Brink.html,Brink,83.0,"['US', 'RU', 'FR', 'GB', 'PA', 'NL', 'UK']",United States
1890.0,1977.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Carver.html,Carver,87.0,"['US', 'DE', 'GB', 'FR', 'NL', 'UK']",United States
1890.0,1980.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Delone.html,Delone,90.0,"['RU', 'US', 'UA', 'CA', 'MN', 'FR', 'KZ', 'CN', 'NL', 'GB', 'UK']",Russian Federation
1890.0,1978.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Dingle.html,Dingle,88.0,"['GB', 'US', 'CA', 'UK', 'ES', 'RU', 'FR', 'NL', 'PE', 'SK']",United Kingdom
1890.0,1945.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Feigl.html,Feigl,55.0,"['DE', 'US', 'NL', 'RU']",Germany
1890.0,1962.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Fisher.html,Fisher,72.0,"['GB', 'US', 'AU', 'CA', 'NL', 'ZA', 'TR', 'DE']",United Kingdom
1890.0,1980.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Haynes.html,Haynes,90.0,"['US', 'GB', 'RU', 'NL', 'TR', 'UK']",United States
1890.0,1974.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Hazlett.html,Hazlett,84.0,"['US', 'GB', 'IT', 'TR', 'DE', 'NL', 'CA']",United States
1890.0,1959.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Nielsen_Jakob.html,"Nielsen, Jakob",69.0,"['DE', 'DK', 'US', 'TR', 'NL', 'BE', 'RU', 'PL', 'FR', 'UK']",Germany
1890.0,1962.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Peres.html,Peres,72.0,"['FR', 'US', 'IT', 'GB', 'NL', 'CO']",France
1890.0,1981.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Shapley_Martha.html,"Shapley, Martha",91.0,"['US', 'GB', 'DE', 'CA', 'IT', 'NL', 'IN']",United States
1890.0,1974.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Smeal.html,Smeal,84.0,"['GB', 'AU', 'US', 'NL']",United Kingdom
1890.0,1974.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Stein_Philip.html,"Stein, Philip",84.0,"['US', 'ZA', 'GB', 'LT', 'BR', 'NL', 'IL']",United States
1891.0,1970.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Besicovitch.html,Besicovitch,79.0,"['US', 'GB', 'RU', 'DK', 'TR', 'UK', 'NL', 'IT', 'CI', 'JP']",United States
1891.0,,http://www-groups.dcs.st-and.ac.uk/Biographies/Cassels_James.html,"Cassels, James",,"['GB', 'US', 'NL', 'UK', 'FR']",United Kingdom
1891.0,1958.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Egervary.html,Egervary,67.0,"['HU', 'US', 'RO', 'IT', 'SK', 'DE', 'CN', 'NL', 'CZ', 'ES']",Hungary
1891.0,1965.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Fraenkel.html,Fraenkel,74.0,"['DE', 'US', 'IL', 'GB', 'UK', 'RS', 'JO', 'NL', 'TR']",Germany
1891.0,1953.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Humbert_Pierre.html,"Humbert, Pierre",62.0,"['FR', 'US', 'GR', 'GB', 'NL', 'TR']",France
1891.0,1941.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Ince.html,Ince,50.0,"['GB', 'US', 'DE', 'NL', 'AU', 'EG', 'UK']",United Kingdom
1891.0,1957.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Jeffery.html,Jeffery,66.0,"['US', 'GB', 'NL']",United States
1891.0,1989.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Jeffreys.html,Jeffreys,98.0,"['GB', 'US', 'ZA', 'NL']",United Kingdom
1891.0,1974.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Milne-Thomson.html,Milne-Thomson,83.0,"['GB', 'US', 'NL', 'TR', 'IT', 'CA', 'ES', 'DE', 'UK']",United Kingdom
1891.0,1976.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Muskhelishvili.html,Muskhelishvili,85.0,"['GE', 'RU', 'US', 'UK', 'FR', 'CN', 'BG', 'NL', 'TR', 'DE', 'IT', 'RO', 'AM', 'CZ']",Georgia
1891.0,1941.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Privalov.html,Privalov,50.0,"['RU', 'US', 'NL', 'TR']",Russian Federation
1891.0,1953.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Reichenbach.html,Reichenbach,62.0,"['DE', 'US', 'NL', 'TR', 'KG', 'GB', 'RU', 'UK']",Germany
1891.0,1956.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Schmidt_Otto.html,"Schmidt, Otto",65.0,"['RU', 'UA', 'US', 'DE', 'GB', 'BY', 'LV', 'GR', 'GL', 'NL', 'TR', 'CZ', 'UK', 'AT']",Russian Federation
1891.0,1967.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Shewhart.html,Shewhart,76.0,"['US', 'GB', 'NL']",United States
1891.0,1936.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Swain.html,Swain,45.0,"['GB', 'US', 'DE', 'NL']",United Kingdom
1891.0,2002.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Vietoris.html,Vietoris,111.0,"['AT', 'US', 'IT', 'DE', 'RU', 'PL', 'NL', 'RS', 'PA', 'GB']",Austria
1891.0,1983.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Vinogradov.html,Vinogradov,92.0,"['RU', 'CA', 'GB', 'US', 'DE', 'UK', 'NL']",Russian Federation
1891.0,1968.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Young_Andrew.html,"Young, Andrew",77.0,"['UY', 'GB', 'US', 'DE', 'NZ', 'NL', 'UK', 'GR']",Uruguay
1892.0,1953.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Ayyangar.html,Ayyangar,61.0,"['IN', 'US', 'NL', 'GR']",India
1892.0,1945.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Banach.html,Banach,53.0,"['US', 'RU', 'PL', 'DE', 'FR', 'UA', 'NL', 'GB', 'TR', 'NO', 'AT', 'AM']",United States
1892.0,1960.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Bonferroni.html,Bonferroni,68.0,"['IT', 'US', 'GB', 'NL', 'AT', 'DE']",Italy
1892.0,1987.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Broglie.html,Broglie,95.0,"['FR', 'US', 'CA', 'BE', 'GB', 'IN', 'NL', 'PL', 'RO', 'GR', 'CH', 'UK', 'SE']",France
1892.0,1975.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Burchnall.html,Burchnall,83.0,"['US', 'GB', 'FR', 'BE', 'NL', 'CZ']",United States
1892.0,1949.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Carleman.html,Carleman,57.0,"['SE', 'FR', 'US', 'GB', 'FI', 'SG', 'NL', 'GR', 'RU']",Sweden
1892.0,1977.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Doetsch.html,Doetsch,85.0,"['DE', 'US', 'AR', 'NL', 'BE', 'GB', 'ES', 'IT']",Germany
1892.0,1942.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Krawtchouk.html,Krawtchouk,50.0,"['UA', 'US', 'RU', 'NL', 'GB', 'CA', 'IT', 'FR']",Ukraine
1892.0,1988.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Menshov.html,Menshov,96.0,"['RU', 'US', 'GB', 'FR', 'NL', 'DE', 'UK', 'AM']",Russian Federation
1892.0,1977.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Morse.html,Morse,85.0,"['US', 'FR', 'GB', 'NL', 'CA']",United States
1892.0,1981.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Pollaczek.html,Pollaczek,89.0,"['DE', 'FR', 'AT', 'CZ', 'US', 'RU', 'NL', 'GE', 'PL', 'BE', 'AR', 'GB', 'IN', 'UK']",Germany
1892.0,1969.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Rademacher.html,Rademacher,77.0,"['US', 'DE', 'GB', 'UY', 'TR', 'NL', 'SK', 'BR']",United States
1892.0,1962.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Walfisz.html,Walfisz,70.0,"['PL', 'DE', 'GE', 'US', 'RU', 'GB', 'TR', 'AT', 'NL', 'UK', 'IN']",Poland
1893.0,1948.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Bloch.html,Bloch,55.0,"['FR', 'US', 'TR', 'MX', 'NL', 'ZA', 'EG', 'DE']",France
1893.0,1965.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Brown_Thomas.html,"Brown, Thomas",72.0,"['GB', 'US', 'NZ', 'DE', 'PA', 'FR', 'NL', 'UK']",United Kingdom
1893.0,1960.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Cech.html,Cech,67.0,"['CZ', 'RU', 'IT', 'US', 'NL', 'GB', 'DE', 'AT']",Czechia
1893.0,1985.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Cramer_Harald.html,"Cramer, Harald",92.0,"['SE', 'US', 'GB', 'FR', 'RU', 'DE', 'NL', 'AU', 'UK', 'EE']",Sweden
1893.0,1990.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Ferrar.html,Ferrar,97.0,"['GB', 'US', 'IM', 'FR', 'NL']",United Kingdom
1893.0,1973.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Geiringer.html,Geiringer,80.0,"['US', 'DE', 'AT', 'TR', 'GB', 'HU', 'NL', 'BE', 'ZW']",United States
1893.0,1978.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Julia.html,Julia,85.0,"['FR', 'DE', 'DZ', 'GB', 'US', 'SE', 'NL', 'TR']",France
1893.0,1974.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Lanczos.html,Lanczos,81.0,"['US', 'HU', 'DE', 'IE', 'NL', 'GB']",United States
1893.0,1968.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Loewner.html,Loewner,75.0,"['CZ', 'DE', 'US', 'UK', 'AT', 'NL', 'TR']",Czechia
1893.0,1973.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Madwar.html,Madwar,80.0,"['EG', 'GB', 'US', 'FR', 'NL', 'SD', 'UK']",Egypt
1893.0,1972.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Mahalanobis.html,Mahalanobis,79.0,"['IN', 'GB', 'US', 'NL', 'CZ', 'RU']",India
1893.0,1975.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Mullikin.html,Mullikin,82.0,"['US', 'GB', 'RU', 'PL', 'NL', 'ZA']",United States
1893.0,1976.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Murnaghan.html,Murnaghan,83.0,"['US', 'IE', 'GB', 'ZA', 'BR', 'DE', 'NL', 'TR']",United States
1893.0,1965.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Nassau.html,Nassau,72.0,"['BS', 'US', 'TR', 'GB', 'FR', 'NL']",Bahamas
1893.0,1985.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Opik.html,Opik,92.0,"['US', 'EE', 'RU', 'GB', 'DE', 'AR', 'IN', 'UZ', 'FR', 'IE', 'FI', 'NL', 'AU']",United States
1893.0,1986.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Ostrowski.html,Ostrowski,93.0,"['US', 'UA', 'CH', 'DE', 'GB', 'RU', 'NL', 'UK']",United States
1893.0,1971.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Reidemeister.html,Reidemeister,78.0,"['US', 'DE', 'CO', 'AT', 'NL', 'FR', 'TR', 'LV', 'IT', 'GB', 'UK']",United States
1893.0,1951.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Ritt.html,Ritt,58.0,"['US', 'GB', 'UY', 'NL', 'TR', 'PH', 'FR']",United States
1893.0,1954.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Sergescu.html,Sergescu,61.0,"['RO', 'FR', 'US', 'BG', 'IL', 'HU', 'BE', 'LU', 'NL', 'PL', 'AT', 'CH', 'CZ', 'PE', 'IT', 'DE']",Romania
1893.0,1966.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Subbotin.html,Subbotin,73.0,"['RU', 'PL', 'US', 'DE', 'UZ', 'HU', 'FR', 'FI', 'NL']",Russian Federation
1894.0,1979.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Arthur.html,Arthur,85.0,"['GB', 'US', 'DE', 'NL', 'TR', 'SK']",United Kingdom
1894.0,1974.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Bose.html,Bose,80.0,"['IN', 'NL', 'US', 'DE', 'FR', 'GB']",India
1894.0,1985.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Brauer_Alfred.html,"Brauer, Alfred",91.0,"['US', 'DE', 'CA', 'NL', 'TR']",United States
1894.0,1947.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Chebotaryov.html,Chebotaryov,53.0,"['UA', 'RU', 'US', 'DE', 'IT', 'NL']",Ukraine
1894.0,1970.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Finsler.html,Finsler,76.0,"['DE', 'US', 'CH', 'NL', 'SZ', 'DK', 'CO', 'TR', 'GB']",Germany
1894.0,1952.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Frenkel.html,Frenkel,58.0,"['RU', 'US', 'DE', 'TR', 'CH', 'FR', 'IT', 'NL', 'BY']",Russian Federation
1894.0,1980.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Hille.html,Hille,86.0,"['DE', 'SE', 'US', 'GB', 'RS', 'NL']",Germany
1894.0,1971.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Hopf.html,Hopf,77.0,"['US', 'DE', 'RU', 'CH', 'NL', 'BE', 'PL', 'FR', 'GB', 'IT', 'CZ', 'SZ']",United States
1894.0,1959.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Khinchin.html,Khinchin,65.0,"['RU', 'UK', 'US', 'NL', 'DE']",Russian Federation
1894.0,1977.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Klein_Oskar.html,"Klein, Oskar",83.0,"['US', 'SE', 'DK', 'JO', 'DE', 'NL', 'FR', 'TR', 'JP']",United States
1894.0,1952.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Kramers.html,Kramers,58.0,"['NL', 'US', 'DK', 'DE', 'GB', 'UK', 'NO']",Netherlands
1894.0,1974.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Krieger.html,Krieger,80.0,"['CA', 'US', 'NZ', 'PL', 'IE', 'AT', 'UK', 'NL']",Canada
1894.0,1966.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Lemaitre.html,Lemaitre,72.0,"['BE', 'US', 'GB', 'NL', 'TR', 'UK']",Belgium
1894.0,1981.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Neyman.html,Neyman,87.0,"['US', 'PL', 'GB', 'UA', 'FR', 'RU', 'GR', 'MD', 'DE', 'AT', 'IT', 'NL', 'CA']",United States
1894.0,1964.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Rogosinski.html,Rogosinski,70.0,"['US', 'DE', 'GB', 'PL', 'ZA', 'DK', 'RU', 'FR', 'NL', 'GR', 'CZ']",United States
1894.0,1951.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Schmidt_Harry.html,"Schmidt, Harry",57.0,"['DE', 'US', 'BE', 'FR', 'GB', 'RU', 'UK', 'IT', 'RS', 'LU', 'NL', 'TR']",Germany
1894.0,,http://www-groups.dcs.st-and.ac.uk/Biographies/Scott_Agnes.html,"Scott, Agnes",,"['JE', 'SG', 'NL', 'GB', 'US', 'UK', 'FR']",Jersey
1894.0,2000.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Struik.html,Struik,106.0,"['NL', 'US', 'IT', 'RU', 'CZ', 'PR', 'CR']",Netherlands
1894.0,1919.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Suslin.html,Suslin,25.0,"['RU', 'US', 'FR', 'NL', 'TR', 'GB', 'DE']",Russian Federation
1894.0,1957.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Varopoulos.html,Varopoulos,63.0,"['FR', 'GR', 'US', 'GB', 'SE', 'NL', 'CA', 'JP']",France
1894.0,1978.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Weaver.html,Weaver,84.0,"['US', 'DE', 'GB', 'NL']",United States
1894.0,1964.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Wiener_Norbert.html,"Wiener, Norbert",70.0,"['US', 'GB', 'NL', 'FR', 'DE', 'SE', 'PL']",United States
1894.0,1976.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Wrinch.html,Wrinch,82.0,"['GB', 'US', 'AR', 'NL', 'AT', 'FR', 'CZ']",United Kingdom
1895.0,1967.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Aitken.html,Aitken,72.0,"['GB', 'NZ', 'US', 'IT', 'FR', 'EG', 'NL', 'TM', 'ZA']",United Kingdom
1895.0,1991.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Arvesen.html,Arvesen,96.0,"['NO', 'FR', 'DE', 'US', 'NL', 'GB', 'IN']",Norway
1895.0,1977.0,http://www-groups.dcs.st-and.ac.uk/Biographies/Bergman.html,Bergman,82.0,"['US', 'DE', 'RU', 'PL', 'FR', 'GB', 'NL', 'AT', 'GE']",United States
